,prefix,region,max_density_axonal1,num_nodes_axonal1,total_path_length_axonal1,volume_axonal1,num_branches_axonal1,dist_to_soma_axonal1,dist_to_soma2_axonal1,num_hubs_axonal1,variance_ratio_axonal1,max_density_axonal2,num_nodes_axonal2,total_path_length_axonal2,volume_axonal2,num_branches_axonal2,dist_to_soma_axonal2,dist_to_soma2_axonal2,num_hubs_axonal2,variance_ratio_axonal2
1204,18464_00192,LP,6,36,483.2962,1045477.2537,4,50.8886,112.80718178360812,0,0.5585055273487082,737,823,2235.8632,122926.2551,406,109.3122,108.48068619805093,1,0.5715516804359965
1205,18464_00193,LP,135,144,491.3559,46159.4239,69,87.9722,90.85858828971533,1,0.4385465463217483,108,133,633.4436,291760.264,57,87.6813,98.05230559757375,1,0.5153427815458195
1206,18464_00194,LP,37,76,424.8501,177948.7363,33,88.7991,102.88270404125272,0,0.5953360166956315,169,288,1253.361,165142.6637,137,95.606,93.42626891297758,1,0.4570327904618202
1207,18464_00196,LP,385,506,1607.6711,442718.1757,244,93.9686,94.27628260596619,1,0.5256557023658854,344,487,1316.5269,1571755.8646,229,108.6837,112.42796434161743,2,0.4646539465860969
1208,18464_00197,LP,26,68,457.3075,583795.1092,25,43.4477,32.35115957736292,0,0.5706047325994721,699,738,2146.7405,355488.6055,357,93.0915,93.14183184799406,1,0.6782797937358437
1209,18464_00198,LP,4,4,33.6473,26.1833,0,10.2411,12.91135376325816,0,0.0,321,727,2178.5683,2727993.5686,353,103.2439,119.47640942880734,3,0.39779777741006084
1210,17543_2434_x11441_y5587,SSp-m,214,340,1552.6311,639181.4213,157,16.6231,8.59500343222736,2,0.4107966349671645,37,48,318.2616,83521.0823,18,264.9161,282.9917970701625,0,0.8130610691308218
1211,17543_3705_x9619_y20864,SSp-m,246,278,1460.5923,201349.8156,126,4.0633,6.828739415148305,1,0.3595771185405567,18,45,412.9347,258921.0863,14,244.7889,308.6339412200155,0,0.808480696774816
1212,17788_3709_x6000_y8213,SSp-m,225,225,714.6935,14508.5942,107,4.1871,9.58944967138366,1,0.43117137740699973,35,37,187.5224,11826.187,16,9.5896,11.028693485631022,0,0.5149540061131278
1213,182724_3848_x8903_y23965,SSp-m,145,273,1626.6976,1283576.0233,113,31.5426,12.513809354469174,1,0.5700201919695774,46,172,1669.4825,4113962.4348,57,331.2907,387.01772646869813,0,0.4168984098701416
1214,18453_3316_x8214_y11076,SSp-m,159,172,738.9222,58812.8653,82,1.1101,2.0734521938062636,1,0.3821098293532094,71,79,431.5306,60377.7202,36,14.1479,11.751705961263667,1,0.48544050904985087
1215,18453_3326_x29413_y10076,SSp-m,200,205,637.8225,22182.0532,100,3.2221,6.384993500388247,1,0.4505573410189556,33,37,191.4247,15330.0231,17,19.3692,22.994223470254443,0,0.6473710273585326
1216,18453_3350_x8925_y9653,SSp-m,253,291,1249.8364,69329.7227,138,5.8948,9.54021912746243,1,0.4389998314931129,70,86,408.9549,38631.7486,40,4.7577,9.78863519598112,1,0.5149387068992355
1217,18453_3492_x29357_y9198,SSp-m,64,65,237.9946,7749.3306,29,3.7216,0.0,1,0.5351849436852474,62,69,282.7615,41496.8452,34,6.839,3.9046185473103523,1,0.4926463678164981
1218,18453_3564_x30226_y9677,SSp-m,163,221,1090.3689,395660.8975,107,12.0347,7.277178986393018,1,0.43967821688932407,149,199,973.2667,147650.7365,95,87.6315,90.24621807034352,1,0.5503967473718288
1219,18453_3579_x30397_y10103,SSp-m,197,243,1050.3466,134022.2853,116,5.4344,10.38612271254294,1,0.4284398881646259,39,75,409.3839,110461.9253,34,20.3687,34.526232230001575,0,0.5025304754445539
1220,18453_3678_x8938_y8684,SSp-m,103,111,327.7109,33503.245,53,3.6509,10.45546756486765,1,0.4158460256624689,102,105,326.5827,14078.6538,51,7.9331,10.167665675561903,1,0.4964615113268133
1221,18453_3690_x8282_y9898,SSp-m,124,128,608.9256,30473.0694,58,7.643,13.243920907344629,1,0.4019368552860071,77,82,531.5994,72538.8088,36,5.694,5.10525405832072,1,0.5200324024208924
1222,18453_3704_x10450_y7387,SSp-m,188,237,1107.7506,95643.5229,111,5.1902,8.65397966255989,1,0.42728814529881864,127,164,756.3222,120733.1495,79,11.9025,9.227518517998229,1,0.4112500628779831
1223,18453_3841_x9500_y7920,SSp-m,154,156,494.5761,20726.627,76,3.7857,12.04021303798235,1,0.40029055043858214,54,71,363.7478,111851.7996,33,15.2219,10.823459197502432,1,0.4579668866423454
1224,18461_4545_x5749_y4914,SSp-m,263,329,1341.9252,140215.0832,160,5.6786,4.283315654957035,1,0.4407929927796314,25,34,184.3408,40688.8789,14,89.0346,94.76711535654128,0,0.5687279240739412
1225,18470_3227_x19287_y16117,SSp-m,250,329,709.3523,270606.1722,161,12.054,4.710909572471128,2,0.4836637277802852,98,117,448.1047,158012.4435,55,125.4494,129.5284989066113,1,0.43841404492492764
1226,18864_3772_x5344_y6871,SSp-m,186,195,980.9445,77516.2215,91,8.9037,8.817853820516646,1,0.44360789177855553,63,63,275.5195,14717.6409,30,9.3906,13.61564945200926,1,0.3823559472154442
1227,18864_00040,SSp-m,222,309,1477.2717,961228.5648,144,15.7278,7.22482442693247,1,0.7142080819741575,112,148,665.4662,109812.2576,70,74.8187,79.94472951983765,1,0.47947907333644507
1228,18867_3383_x10177_y11497,SSp-m,162,403,1538.8486,738287.0124,193,41.6382,87.97199287841555,2,0.5695678200126003,217,382,1480.0332,328495.7032,178,154.2072,157.42663008207987,2,0.5194429398031615
1229,18867_3525_x9958_y10743,SSp-m,117,142,509.3621,209685.517,66,12.8825,5.405176130340255,1,0.648047142239448,74,166,965.0415,5000316.4429,68,253.9077,193.85238868015014,1,0.5013867976889156
1230,18867_3801_x9223_y10977,SSp-m,94,137,479.942,191051.14,63,21.7047,2.9819009037860416,1,0.5954734474995861,118,195,763.9533,765752.6499,87,160.0532,142.82740069748522,1,0.5894822338123701
1231,18867_3807_x9130_y11820,SSp-m,107,109,262.515,24036.0004,52,1.5857,6.879620483718558,1,0.5509106390308125,95,148,796.5748,591588.8602,62,143.1002,144.50581332942977,1,0.6124844803276025
1232,18867_3832_x10338_y8748,SSp-m,72,75,231.3076,23701.3648,35,2.8569,2.842170943040401e-14,1,0.6303226124660473,33,67,401.7885,136441.4365,28,133.5639,134.97446231417257,0,0.4803713351156493
1233,18867_3855_x11412_y8044,SSp-m,117,461,1848.2032,1001465.5768,216,54.5663,13.580879537055027,3,0.5267918522742128,174,454,2145.2725,1390319.6962,202,172.2145,138.82565031722345,2,0.48056661120017236
1234,18867_4052_x9852_y8712,SSp-m,155,157,307.1775,27482.9388,75,1.5347,6.204223964364918,1,0.589491465559178,25,42,413.3639,432187.878,12,142.8908,146.7250924245747,0,0.4189631058248124
1235,18867_4156_x9348_y9148,SSp-m,183,186,391.343,37748.9799,90,0.8106,3.4889078520362147,1,0.6397756314267541,64,111,594.1728,602568.0171,45,170.8173,130.62280845242915,1,0.6018906781884312
1236,18867_4216_x9933_y8365,SSp-m,120,166,414.6148,153471.5787,79,16.3608,3.2339466600424966,1,0.4528823426648952,75,105,790.0394,519129.1364,40,126.9603,119.0183046468063,1,0.5513262078180262
1237,18867_4259_x9977_y8313,SSp-m,57,60,167.2135,10524.4391,28,1.8594,2.842170943040401e-14,1,0.7699451185086525,54,100,723.6488,450668.3716,36,132.3879,106.47652577446354,1,0.6048176437254196
1238,18867_4296_x31171_y9797,SSp-m,97,279,1148.3212,796409.3504,130,33.7414,5.084326995778316,2,0.5138733102638624,69,364,2153.0334,2399996.3844,165,149.1414,143.81937594427256,3,0.4274173817283962
1239,18867_4302_x30805_y9233,SSp-m,70,289,1424.4154,3274863.9349,124,114.8067,90.21507138499642,1,0.5796546891104137,61,139,777.7952,1031499.6364,60,138.4597,119.70004513365897,1,0.47083249621459067
1240,18867_4330_x29413_y7746,SSp-m,146,149,328.6903,14766.1052,73,0.8625,3.1337795072404155,1,0.49575365858012566,100,224,990.1147,1128738.0952,97,100.4109,86.41440367207308,2,0.5578882372343298
1241,18867_4336_x10280_y7972,SSp-m,76,106,371.3273,77716.8745,47,29.4374,3.48662386844351,1,0.7651467443040053,88,235,1355.5288,1154479.8901,102,136.4,108.52892058801656,2,0.6361437989261405
1242,18867_4397_x8352_y9768,SSp-m,159,162,266.9425,42577.8354,79,2.6005,3.3746386473220973,1,0.514880811460021,55,96,501.1103,430662.2837,40,125.8246,108.1219003532587,1,0.6101488679680539
1243,18867_4421_x31775_y9812,SSp-m,158,162,366.4557,51376.6426,78,1.7217,4.586521829229622,1,0.44813279223428387,96,172,577.6835,384577.9759,79,159.4479,125.30217122620024,2,0.6350864462337735
1244,18867_4457_x7592_y10554,SSp-m,197,217,523.286,143357.8403,103,4.0354,3.379396987629564,1,0.6203674293015901,113,184,939.0578,850087.3634,78,97.0406,76.02550431269756,1,0.5961646487654171
1245,18868_3207_x27726_y9448,SSp-m,171,214,647.2418,182617.5971,102,9.5566,5.153083154772488,1,0.47532451673809817,46,121,732.2113,608964.3593,48,148.7922,158.51922711456803,0,0.6536737364816116
1246,18868_3228_x28576_y10788,SSp-m,118,200,746.1722,272653.4292,94,29.4934,2.2224927446450615,2,0.598413941216694,81,148,804.6248,558477.6466,64,167.996,141.9416009526453,1,0.6246329589196314
1247,18868_3389_x28317_y9872,SSp-m,92,96,259.4442,51355.7312,45,3.1475,3.1887334476246214,1,0.602725585867019,78,123,593.8098,417066.9562,52,171.7619,149.81261450558827,1,0.6352492776115198
1248,18868_3453_x28753_y10380,SSp-m,117,279,1000.1052,467441.5402,133,31.7099,2.827609237500795,2,0.6092763171557252,90,206,1166.9431,808514.2787,89,157.8111,150.60588221248202,1,0.5523605120301067
1249,18868_3507_x7704_y10476,SSp-m,149,276,777.9574,224964.1416,134,37.574,11.787123398013605,2,0.602284784846988,123,221,731.3596,340603.689,102,174.2529,142.14817614376912,2,0.6118524352338205
1250,18868_3547_x28065_y9077,SSp-m,123,216,1151.7266,1685433.413,92,60.6634,3.4600637277368103,1,0.528159900756223,309,580,1600.4565,2513836.8912,275,344.2136,328.489949722971,2,0.37715353216870284
1251,18868_3552_x28542_y9340,SSp-m,41,42,95.9862,5685.5638,20,2.3068,2.0097183471152322e-14,0,0.5935666717668121,51,119,667.8033,1153869.2457,47,161.2647,132.07719992110674,1,0.6049030068053916
1252,18868_3627_x28035_y8749,SSp-m,114,116,317.548,28671.95,56,1.8657,4.284845504799438,1,0.4357600392129573,31,47,291.897,94602.986,18,122.3459,130.2045117843464,0,0.479212331393663
1253,18868_3715_x8453_y8977,SSp-m,132,213,848.7257,297153.905,99,25.9797,6.230191409579631,1,0.5391045261881435,70,161,755.7696,1371057.0312,69,191.27,248.0223218926071,1,0.4923910301734424
1254,18868_3781_x6715_y11703,SSp-m,140,142,314.6329,44616.9232,68,2.4474,4.181304820268441,1,0.532213165446703,43,97,666.2528,493246.5878,38,148.9321,137.06729794155862,0,0.49824092353440563
1255,18868_3783_x28846_y9268,SSp-m,78,304,1483.0701,2513476.3748,135,50.1995,4.830264796054144,2,0.5764073694228177,59,66,118.8132,8610.4439,32,93.5024,97.12399078497546,1,0.6306402126692343
1256,18868_3853_x29683_y10294,SSp-m,100,102,241.6597,14531.0806,49,1.5425,0.4640624957912381,1,0.6362295771073371,39,59,436.8002,491055.8326,21,133.6842,126.02679447244542,0,0.6148694590107731
1257,18868_3875_x8707_y8341,SSp-m,162,165,407.3713,45892.0447,79,2.3581,3.619958148929348,1,0.5923364185442935,47,99,467.8416,315358.0758,42,163.1148,117.03657805575143,0,0.6879504114633517
1258,18868_4549_x5910_y9879,SSp-m,287,296,626.7909,145717.2999,145,0.7527,5.473559445187396,1,0.5171241406389252,107,197,542.99,361826.7969,91,160.2245,122.761783507735,2,0.6239161591012604
1259,18869_3064_x20999_y7621,SSp-m,68,71,205.3467,16387.1417,33,4.6937,6.592811691531912,1,0.7168988483217189,113,161,584.4032,325948.1248,72,159.0851,141.21690698354786,1,0.6430149090250822
1260,18869_3239_x6605_y6691,SSp-m,38,90,460.1884,395756.3182,38,45.2638,13.782156805449569,0,0.4899474052713849,74,162,1066.7844,1575570.8634,63,164.0607,152.72880920441958,1,0.443757172680462
1261,18869_3263_x6927_y6229,SSp-m,97,174,770.7026,286405.374,79,51.5365,82.86134334537425,2,0.541750314606139,70,186,1112.4301,1147333.4544,79,181.9507,156.43747331122427,1,0.4911518237089066
1262,18869_3305_x6812_y6104,SSp-m,71,127,422.014,152834.982,59,56.8478,96.73297591307733,1,0.6272259106140528,61,101,741.9682,452212.3651,38,161.4809,147.3020912648561,1,0.5921281847131842
1263,18869_3321_x21485_y7678,SSp-m,61,63,169.7702,14997.1405,29,1.1859,0.0,1,0.5827639153918998,74,117,735.9079,546216.845,47,147.0196,149.16452366430835,1,0.6475298447091271
1264,18869_3395_x6415_y6741,SSp-m,82,85,270.8959,21704.8357,40,1.8533,3.661593778670705,1,0.6434456713004972,35,119,741.6754,1101082.5174,47,164.526,152.8130077513037,0,0.5553992093554881
1265,18869_3398_x6248_y7047,SSp-m,136,357,1757.7515,4072991.2117,161,104.2766,183.0117955460795,2,0.46631420201915774,197,431,2038.2396,3200657.9291,192,356.4961,355.4737648434832,1,0.430394893092594
1266,18869_3480_x6168_y6983,SSp-m,151,291,1223.1029,705172.4171,136,41.3377,68.70534201210266,2,0.5351624577621367,230,343,1821.0031,1766345.6574,151,161.679,150.34055918480547,1,0.4216395450582872
1267,18869_3482_x7077_y5660,SSp-m,60,64,208.5752,19924.4972,29,3.3903,2.0097183471152322e-14,1,0.7549605380358809,62,92,462.2345,284404.6578,39,140.4715,127.90545495013102,1,0.6852194426022677
1268,18869_3504_x6554_y5961,SSp-m,83,87,221.0463,29884.1624,41,3.4473,1.31667497887671,1,0.6787725275068079,72,101,578.0201,443328.5628,40,153.2415,135.96560874721226,1,0.6312868594771343
1269,18869_3506_x6250_y6810,SSp-m,172,273,1216.6349,1475096.0986,126,86.4187,70.21916859376788,1,0.5145323169114768,66,100,474.1095,88703.9964,47,12.483,4.165596715957996,1,0.6092035708526902
1270,18869_3547_x21769_y7449,SSp-m,85,128,544.6321,680376.4874,57,20.498,3.997746990493491,1,0.40910113811992804,81,167,1103.8003,862802.0279,69,154.1071,147.0580796318244,1,0.4834386291766661
1271,18869_3590_x6132_y6798,SSp-m,110,114,385.532,37113.2939,54,5.5452,8.29974951429257,1,0.41658225537974286,66,225,1267.7975,2180980.1306,95,117.2893,145.16187110257295,2,0.4727001280525618
1272,18869_3634_x20027_y5437,SSp-m,103,106,271.8431,35611.7613,51,4.7982,3.6945442208748833,1,0.5793493022631135,68,90,456.8098,325575.7796,37,128.0872,117.68113115108979,1,0.676526950491824
1273,18869_3634_x5750_y7170,SSp-m,108,196,848.0933,802328.0355,84,49.638,4.952099857636146,1,0.7028468676989612,4,4,5.164,0.104,1,22.2566,23.25543553666539,0,0.0
1274,18869_3659_x21701_y7032,SSp-m,85,122,454.5952,117492.0305,57,24.4386,0.4149337296484682,1,0.6070288890858336,42,87,490.9157,334239.2774,37,167.8474,123.99234211030935,0,0.6428641133811139
1275,18869_3701_x5589_y7633,SSp-m,119,128,430.8856,42461.6959,59,4.1634,3.5148947352658824,1,0.4310912668461753,45,83,515.4063,200676.8068,33,112.1571,142.95618684408169,0,0.651369676163445
1276,18869_3701_x7703_y4993,SSp-m,516,525,880.9113,30710.9739,261,5.294,4.702615655143417,1,0.4596039565374219,26,26,34.298,223.9776,12,22.1232,14.574487606773694,0,0.7275894276780952
1277,18869_3741_x6284_y6163,SSp-m,77,84,350.418,76840.049,39,2.6533,2.4137458441186195,1,0.47303776777343115,70,146,818.2156,403523.3187,61,153.7283,132.59341982541966,1,0.6660675283718394
1278,18869_3751_x5868_y6832,SSp-m,117,286,1649.2112,2154145.5403,125,50.6374,2.912331368508738,2,0.47172384411695467,87,270,1800.9006,3210804.9155,107,341.1924,367.9216381704125,1,0.4640891286517048
1279,18869_3857_x22137_y7268,SSp-m,132,336,1302.0693,842382.6766,159,47.0781,77.75348545885258,2,0.4166389089335314,88,268,1309.0169,1180490.9917,119,166.1221,137.66945262475625,2,0.4570409550209189
1280,18869_3937_x5000_y8198,SSp-m,155,277,724.3896,121474.8025,135,35.7228,56.3926661987177,2,0.546585493401141,53,96,685.7255,1200572.8476,37,163.8959,150.01295204748158,1,0.4553956144709353
1281,18869_4026_x21667_y6102,SSp-m,87,88,252.8885,10327.2123,42,1.6904,6.880074200181271,1,0.6077451498183347,33,59,452.0615,431702.655,20,129.0334,115.73070366588117,0,0.6485222814425715
1282,18869_4050_x21764_y6239,SSp-m,70,75,228.8587,43878.9235,34,6.1846,8.69753442074246,1,0.6859815402013604,72,111,537.36,343883.7117,46,132.8522,118.04548422959684,1,0.6037059255941913
1283,18869_4089_x6848_y5110,SSp-m,509,510,1052.8781,29409.7509,253,2.1078,1.4210854715202004e-14,1,0.40146492055161903,25,25,39.5469,218.0354,12,10.3197,7.320592120860161,0,0.548795572576808
1284,18869_4181_x21056_y5611,SSp-m,88,109,548.443,186862.4877,49,8.3948,7.1399868347217454,1,0.4070681810290617,47,174,908.4853,1387494.979,75,143.9432,107.51762872199146,0,0.4675360926339635
1285,18869_4196_x21043_y5510,SSp-m,50,107,689.2135,1679518.9347,40,81.6252,5.954961460832487,0,0.6179275937908879,78,84,241.4664,25159.2178,40,107.1245,110.08217502847589,1,0.5808134195394745
1286,191801_4180_x7440_y5386,SSp-m,182,197,764.4694,58031.4411,95,1.8122,3.5605647024032385,1,0.47956450160977765,126,150,726.7171,128910.9907,68,21.7542,16.636384072267628,1,0.6922525261136432
1287,191812_3494_x7001_y8336,SSp-m,121,318,2373.8037,2104391.6264,131,15.2463,9.740134033985361,1,0.4422734576885486,55,105,740.3854,502119.4199,43,231.3814,241.44871264929125,1,0.6210167438187083
1288,191812_3675_x8625_y6930,SSp-m,181,199,983.5119,246685.4738,95,3.8374,8.33584152920388,1,0.5448438274305355,26,37,308.0185,118092.188,12,263.15,295.18820677662586,0,0.8054519389036018
1289,191812_3915_x8011_y24180,SSp-m,84,336,2638.5343,2927682.3702,136,26.7333,12.8823629431871,2,0.4838821831385376,39,161,1517.0616,3927135.3211,57,270.7014,278.8644521860038,0,0.48937483192962433
1290,191812_3922_x8455_y6768,SSp-m,97,547,3492.7735,3495099.6679,231,29.8007,6.4452458448068715,4,0.48839288161737654,58,83,697.5779,394546.4069,29,314.4333,334.5491655242918,1,0.7410436995001752
1291,191812_4003_x5886_y22658,SSp-m,189,235,1213.8509,104727.3187,107,10.029,11.451004279101463,1,0.5995408232704836,33,101,773.3118,868402.1478,37,38.87,14.021287030797138,0,0.68333287279936
1292,191812_4067_x7961_y6860,SSp-m,106,443,2988.8218,3914699.9012,187,36.6298,6.795490610691759,2,0.40812170195865183,76,105,712.4204,261464.7166,43,305.329,323.58675990373894,1,0.7366006262903964
1293,236174_3529_x13394_y26567,SSp-m,146,401,3150.6878,330994.1904,163,27.6239,28.417806407251057,1,0.5280954011200064,89,317,2816.7703,1168920.465,121,24.9568,25.202320706633337,1,0.48523986735665037
1294,17543_3828_x6023_y17044,SSp-ll,121,127,431.6684,31765.8862,60,1.1785,1.9006201619471508,1,0.5646287350074299,80,81,339.8425,12119.3733,39,23.3037,22.78457517707978,1,0.6094128177065099
1295,182724_4785_x5002_y11122,SSp-ll,140,493,3276.8326,7385574.8433,199,74.9642,3.886985850244375,1,0.436555959083063,105,175,1083.7099,2584592.7799,70,324.8549,326.8804117915297,1,0.4092075167448242
1296,182724_5355_x5321_y20589,SSp-ll,103,106,486.3904,7699.8734,50,112.2096,113.15992738597883,1,0.5851240747905078,30,63,246.9232,40088.3354,28,48.7326,95.6384223677911,0,0.7523747112448073
1297,182724_5410_x4393_y11075,SSp-ll,226,279,904.3852,134509.0255,131,15.8182,6.26376093094236,1,0.7156938663988931,125,217,987.7909,659467.531,94,143.2807,107.22560302931386,1,0.6002286763406164
1298,182725_4390_x5078_y18459,SSp-ll,132,263,1202.2504,1904982.8853,121,43.6989,9.634405171052332,2,0.445925692400246,53,201,1130.3487,2428531.5923,86,254.8446,280.7609999198607,1,0.37809906129742904
1299,182725_5012_x5980_y10427,SSp-ll,155,240,1230.4577,1050413.9992,105,4.6391,11.310525761431244,1,0.5658112393069753,77,230,1342.2562,4229919.4522,92,194.8615,262.73387819236405,2,0.5304325578172207
1300,18453_4711_x14090_y3943,SSp-ll,106,194,1035.9145,233654.0068,89,11.9305,9.793244048832852,1,0.49289087832937445,47,86,652.7904,225316.6613,35,204.4172,206.78537874530682,0,0.4730968392751935
1301,18461_4862_x17603_y2198,SSp-ll,95,127,723.0838,71734.077,60,5.9954,7.031791948002998,1,0.4061061161234152,65,99,562.9431,64086.5505,44,17.0304,21.3552137427842,1,0.40540640210727197
1302,18867_4473_x25161_y6054,SSp-ll,167,372,1282.7549,1912973.2856,176,49.7163,3.8161453064577997,2,0.43852166127048875,97,181,550.7028,559741.4376,83,214.8073,251.7678932787102,1,0.47702510019332356
1303,18868_3932_x25373_y7132,SSp-ll,132,169,802.5752,622068.8802,75,15.8091,6.420777133649782,1,0.5368757272793557,46,126,932.0542,2930077.2695,46,251.635,253.53210781082538,0,0.5852087181334772
1304,18868_4317_x23980_y6346,SSp-ll,115,230,1117.3911,634646.2225,106,10.72,6.401352747661992,1,0.5691521760535171,64,253,1731.2251,2510816.4827,99,172.5106,207.49226734025538,2,0.4507131692500553
1305,18869_4550_x17965_y4177,SSp-ll,152,152,312.6763,5648.1868,73,5.0958,3.5631291023481038,1,0.49484052969717623,351,351,768.635,9008.982,171,8.2493,8.159806737907475,1,0.4567788218432909
1306,18869_4722_x18329_y4110,SSp-ll,871,873,1235.2406,29470.6641,434,6.0648,11.389813036217916,1,0.4007872436654152,15,15,29.2578,64.2409,7,28.812,23.405599116450713,0,0.8496138114658933
1307,18869_4883_x18883_y4120,SSp-ll,334,334,470.0326,4604.4216,163,1.0881,0.0,1,0.41991643544833623,252,252,433.4057,4225.8902,123,16.3222,9.73446197794207,1,0.4867217697838089
1308,191807_4821_x3698_y18726,SSp-ll,66,86,538.6369,131306.3321,36,4.1818,9.586871335321012,1,0.4112504817027264,17,55,540.2688,1214078.8548,18,116.4087,129.5652726736605,0,0.4674524252008689
1309,191812_4445_x5426_y10324,SSp-ll,194,383,1998.351,154261.645,181,20.1408,15.980978536998288,1,0.42621413475259085,34,98,957.1249,1445779.1113,33,64.6325,136.42303307726303,0,0.6459802172355267
1310,17543_3842_x7369_y3542,SSp-bfd,209,308,1606.1211,432826.1083,142,9.9318,5.403189150862653,1,0.4297173260546129,15,39,397.5158,460483.4421,11,252.0672,321.64640710258215,0,0.7584244205571249
1311,17543_4926_x5833_y20277,SSp-bfd,148,155,729.1265,43837.1349,72,9.1734,11.176030332814967,1,0.5228904069273974,24,43,230.1929,36119.2955,19,15.5044,27.342698934084765,0,0.5825027487143686
1312,17781_4874_x11466_y11924,SSp-bfd,108,254,1606.1796,322779.5883,104,24.4013,16.583042767839697,1,0.45259855392690646,91,295,2261.1384,753668.8223,114,100.504,140.65653471488625,2,0.5627465709408038
1313,17781_6202_x7633_y12296,SSp-bfd,48,116,952.1687,695599.1574,41,124.2089,132.83571128371318,0,0.49504032838738143,32,94,787.4283,496725.2284,32,97.7836,137.76546013424408,0,0.5593015952622796
1314,17781_6262_x6896_y13574,SSp-bfd,124,256,1971.4645,432928.3793,99,9.6683,15.356692477874269,1,0.4869414519135991,92,156,1024.2843,321669.6844,64,156.1486,167.4054600005627,1,0.5975165746884287
1315,18453_4403_x30609_y7732,SSp-bfd,175,175,574.5181,11346.6374,84,4.6008,2.1385717196297223,1,0.4657966658701229,87,95,388.0107,49306.4546,43,15.554,5.470666321390845,1,0.6127615300048387
1316,18453_4497_x29287_y7176,SSp-bfd,130,134,621.4221,24196.6283,64,8.6054,11.055034147391872,1,0.5145667668087113,33,33,140.6154,5646.8906,15,9.3198,14.993491121149873,0,0.44345989546019304
1317,18453_4725_x30684_y6703,SSp-bfd,127,184,1022.9801,262266.629,83,8.8832,3.4641159045274623,1,0.46485528273475135,118,155,827.9191,222814.1976,67,121.3253,137.75526134779753,1,0.6557636024371557
1318,18453_4899_x10111_y5917,SSp-bfd,95,103,516.7288,38622.0017,47,7.2945,5.125910943432395,1,0.4510425489589319,73,84,464.1668,39706.742,37,9.6957,8.711961776775672,1,0.4428415966505761
1319,18453_5113_x9557_y5782,SSp-bfd,85,97,528.5112,77453.3021,45,3.3987,2.857163978493387,1,0.4932951932435357,89,89,368.1668,10954.7552,42,9.2504,9.738231718335737,1,0.44638629177382155
1320,18453_5228_x9833_y5221,SSp-bfd,142,178,912.1814,158544.4922,84,13.5309,11.21682504098196,1,0.4202853610684373,81,85,371.9947,26915.0843,40,61.205,60.81058805010851,1,0.42365004704089776
1321,18453_5308_x10321_y5166,SSp-bfd,145,145,389.2575,7939.0922,69,2.5607,5.684341886080802e-14,1,0.4134735526136202,21,25,178.8942,15103.8978,10,19.6285,16.452161560111183,0,0.7231785499866616
1322,18453_5459_x9646_y5477,SSp-bfd,100,100,425.4996,13266.9655,47,7.4547,9.640876827343034,1,0.41129456439070994,66,70,364.4833,21421.6061,33,5.9455,2.6459276256164,1,0.4389553119431586
1323,18453_5535_x29214_y5045,SSp-bfd,95,106,613.2667,111107.2113,48,8.0217,4.992708883962699,1,0.5606969461557909,24,28,193.4995,37481.2896,11,64.2258,65.33240379015609,0,0.5669096753292384
1324,18461_5025_x23630_y4542,SSp-bfd,89,110,660.9871,29924.7666,50,2.8936,2.7435205484923637,1,0.514311025182801,74,158,1118.3929,3237819.512,64,74.5,24.7374840474936,1,0.5921363126524314
1325,18864_5099_x6368_y29941,SSp-bfd,186,272,1709.6298,567461.7186,122,5.3381,2.856375500525095,1,0.5274723043145041,89,104,607.9416,168657.2994,45,291.7011,298.9251133210456,1,0.7440708404405985
1326,18864_5648_x4839_y28849,SSp-bfd,129,138,601.5351,35925.1239,65,5.8643,8.748800032004379,1,0.5135909948102957,87,141,1009.766,1081711.289,55,38.8752,25.81318060603922,1,0.6011242148848024
1327,18864_00002,SSp-bfd,151,169,798.182,103805.2891,78,5.4056,3.051213037465581,1,0.55199023542651,9,27,394.2892,141697.3472,4,250.8155,318.2166020134713,0,0.8189731350572584
1328,18864_00015,SSp-bfd,124,216,1197.8805,207344.813,102,6.1131,8.466453980268252,1,0.46369883222428954,90,157,1004.2623,524485.7669,68,41.4179,12.82583969960642,1,0.7896957510401781
1329,18867_4922_x30354_y7405,SSp-bfd,158,192,647.5083,588196.2527,87,31.7423,4.91400254375189,1,0.6956232894583924,113,116,397.5204,32714.5224,52,99.0539,97.04629800255132,1,0.5042061884844441
1330,18867_4954_x9860_y7599,SSp-bfd,138,473,1739.8674,2429676.5299,225,47.9849,97.60820552084746,5,0.39757126371344553,101,336,1614.2718,5202907.5443,141,221.1028,129.64800872362065,2,0.49242307328059537
1331,18867_5194_x29530_y6807,SSp-bfd,573,600,839.5414,33523.0699,298,1.676,2.0939995224450207,1,0.5587367976542436,25,25,30.3851,130.4167,12,21.1666,13.240721166160142,0,0.7314570507044563
1332,18867_5203_x10027_y7237,SSp-bfd,70,101,457.5668,255942.7051,45,10.6761,6.454567142729244,1,0.49400105901149294,113,316,1782.4392,2129804.3785,139,146.7183,141.07366017084834,1,0.42616593106585726
1333,18867_5408_x30554_y7318,SSp-bfd,112,114,239.9743,21533.0236,55,2.6554,6.291434574085641,1,0.655047389097425,86,109,551.8967,264411.505,47,81.6969,78.35014502858306,1,0.41563927617466256
1334,18867_5894_x10157_y6463,SSp-bfd,116,121,305.0034,46244.1255,58,1.0853,4.663954330822704,1,0.5539636155401799,76,208,846.0248,1294903.3237,90,110.0169,107.41004232845268,2,0.4615988277341339
